0.5,300
1.5,300
2.5,300
3.5,300
4.5,300
5.5,300
6.5,300
7.5,300
8.5,300
9.5,300
10.5,300
11.5,300
12.5,610
13.5,610
14.5,610
15.5,610
16.5,610
17.5,610
18.5,610
19.5,610
20.5,610
21.5,610
22.5,610
23.5,610
24.5,610
25.5,610
26.5,610
27.5,610
28.5,610
29.5,610
30.5,610
31.5,610
32.5,610
33.5,610
34.5,610
35.5,610
36.5,610
37.5,610
38.5,610
39.5,610
40.5,610
41.5,610
42.5,610
43.5,610
44.5,610
45.5,610
46.5,610
47.5,610
48.5,610
49.5,610
50.5,610
51.5,610
52.5,610
53.5,610
54.5,610
55.5,610
56.5,610
57.5,610
58.5,610
59.5,610
60.5,610
61.5,610
62.5,610
63.5,610
64.5,610
65.5,610
66.5,610
67.5,610
68.5,610
69.5,610
70.5,610
71.5,610
72.5,610
73.5,610
74.5,610
75.5,610
76.5,610
77.5,610
78.5,610
79.5,610
80.5,610
81.5,610
82.5,610
83.5,300
84.5,300
85.5,300
86.5,300
87.5,300
88.5,300
89.5,300
90.5,300
91.5,300
92.5,300
93.5,300
94.5,300
95.5,300
96.5,300
97.5,300
98.5,300
99.5,300
100.5,300
101.5,300
102.5,300
103.5,300
104.5,300
105.5,300
106.5,300
107.5,300
108.5,300
109.5,300
110.5,300
111.5,300
112.5,300
113.5,300
114.5,300
115.5,300
116.5,300
117.5,300
118.5,300
119.5,300
120.5,300
121.5,300
122.5,300
123.5,300
124.5,300
125.5,300
126.5,300
127.5,300
128.5,300
129.5,300
130.5,300
131.5,300
132.5,300
133.5,300
134.5,300
135.5,300
136.5,300
137.5,300
138.5,300
139.5,300
140.5,300
141.5,300
142.5,300
143.5,300
144.5,300
145.5,300
146.5,300
147.5,300
148.5,300
149.5,300
150.5,300
151.5,300
152.5,300
153.5,300
154.5,300
155.5,300
156.5,300
157.5,300
158.5,300
159.5,300
160.5,300
161.5,300
162.5,300
163.5,300
164.5,300
165.5,300
166.5,300
167.5,300
168.5,300
169.5,300
170.5,300
171.5,300
172.5,300
173.5,300
174.5,300
175.5,300
176.5,300
177.5,300
178.5,300
179.5,300
180.5,300
181.5,300
182.5,300
183.5,300
184.5,300
185.5,300
186.5,300
187.5,300
188.5,300
189.5,300
190.5,300
191.5,300
192.5,300
193.5,300
194.5,300
195.5,300
196.5,300
197.5,300
198.5,300
199.5,300
200.5,300
201.5,300
202.5,300
203.5,300
204.5,300
205.5,300
206.5,300
207.5,300
208.5,300
209.5,300
210.5,300
211.5,300
212.5,300
213.5,300
214.5,300
215.5,300
216.5,300
217.5,300
218.5,300
219.5,300
220.5,300
221.5,300
222.5,300
223.5,300
224.5,300
225.5,300
226.5,300
227.5,300
228.5,300
229.5,300
230.5,300
231.5,300
232.5,300
233.5,300
234.5,300
235.5,300
236.5,300
237.5,300
238.5,300
239.5,300
240.5,300
241.5,300
242.5,300
243.5,300
244.5,300
245.5,300
246.5,300
247.5,300
248.5,300
249.5,300
250.5,300
251.5,300
252.5,300
253.5,300
254.5,300
255.5,300
256.5,300
257.5,300
258.5,300
259.5,300
260.5,300
261.5,300
262.5,300
263.5,300
264.5,300
265.5,300
266.5,300
267.5,300
268.5,300
269.5,300
270.5,300
271.5,300
272.5,300
273.5,300
274.5,300
275.5,300
276.5,300
277.5,300
278.5,300
279.5,300
280.5,300
281.5,300
282.5,300
283.5,300
284.5,300
285.5,300
286.5,300
287.5,300
288.5,300
289.5,300
290.5,300
291.5,300
292.5,300
293.5,300
294.5,300
295.5,300
296.5,300
297.5,300
298.5,300
299.5,300
